Title	URL	Abstract views	PDF views	Original submission	Current submission
Probing the fabric of the rare biosphere	http://biorxiv.org/content/early/2015/12/08/020818	1838	869	2015_08_30	2015_12_08
Modeling Continuous Admixture	http://biorxiv.org/content/early/2015/12/08/033944	779	184	2015_12_08	2015_12_08
Genetic diversity on the human X chromosome does not support a strict pseudoautosomal boundary	http://biorxiv.org/content/early/2015/12/08/033936	1553	444	2015_12_08	2015_12_08
Cell-type and state-dependent synchronization among rodent areas S1BF, V1, perirhinal cortex and hippocampus CA1	http://biorxiv.org/content/early/2015/12/08/032904	928	298	2015_11_25	2015_12_08
Evolution arrests invasions of cooperative populations	http://biorxiv.org/content/early/2015/12/07/033902	753	155	2015_12_07	2015_12_07
Fitness effects of new mutations in Chlamydomonas reinhardtii across two stress gradients	http://biorxiv.org/content/early/2015/12/07/033886	550	122	2015_12_07	2015_12_07
A reductionist approach to model photosynthetic self-regulation in eukaryotes in response to light	http://biorxiv.org/content/early/2015/12/07/033894	418	260	2015_12_07	2015_12_07
Principles of ipsilateral and contralateral cortico-cortical connectivity in the mouse	http://biorxiv.org/content/early/2015/12/07/033878	945	330	2015_12_07	2015_12_07
Dynamics of microbial community composition and soil organic carbon mineralization in soil following addition of pyrogenic and fresh organic matter	http://biorxiv.org/content/early/2015/12/07/033811	1110	817	2015_12_07	2015_12_07
Integrated analysis links TP53, NOTCH, SLC38A and 11p with survival in patients with oral tongue squamous cell carcinoma	http://biorxiv.org/content/early/2015/12/07/033829	736	315	2015_12_07	2015_12_07
Across-cohort QC analyses of genome-wide association study summary statistics from complex traits	http://biorxiv.org/content/early/2015/12/06/033787	1064	391	2015_12_06	2015_12_06
Antithetic Integral Feedback: A new motif for robust perfect adaptation in noisy biomolecular networks	http://biorxiv.org/content/early/2015/12/06/024919	1116	568	2015_11_23	2015_12_06
Phenotypic Covariation And Morphological Diversification In The Ruminant Skull	http://biorxiv.org/content/early/2015/12/06/017533	1211	516	2015_10_22	2015_12_06
Mutation is a sufficient and robust predictor of genetic variation for mitotic spindle traits in C. elegans	http://biorxiv.org/content/early/2015/12/05/033712	699	208	2015_12_05	2015_12_05
Classical metapopulation dynamics and eco-evolutionary feedbacks in dendritic networks	http://biorxiv.org/content/early/2015/12/04/033639	640	329	2015_12_04	2015_12_04
Factorbook Motif Pipeline: A de novo motif discovery and filtering web server for ChIP-seq peaks	http://biorxiv.org/content/early/2015/12/04/033670	1621	226	2015_12_04	2015_12_04
Trait evolution in adaptive radiations: modelling and measuring interspecific competition on phylogenies	http://biorxiv.org/content/early/2015/12/04/033647	1000	364	2015_12_04	2015_12_04
How many dinosaur species were there? Fossil bias and true richness estimated using a Poisson sampling model (TRiPS)	http://biorxiv.org/content/early/2015/12/04/025940	3785	1250	2015_09_2	2015_12_04
Clinical Validation of a Non-Invasive Prenatal Test for Genome-Wide Detection of Fetal Copy Number Variants	http://biorxiv.org/content/early/2015/12/04/033555	1947	1544	2015_12_2	2015_12_04
Formation and maintenance of robust long-term information storage in the presence of synaptic turnover	http://biorxiv.org/content/early/2015/12/04/023531	883	240	2015_07_31	2015_12_04
Variation-preserving normalization unveils blind spots in gene expression profiling	http://biorxiv.org/content/early/2015/12/04/021212	2575	731	2015_07_22	2015_12_04
Mind the drift - improving sensitivity to fMRI pattern information by accounting for temporal pattern drift	http://biorxiv.org/content/early/2015/12/04/032391	1591	1725	2015_11_20	2015_12_04
Stochastic Models for Population Dynamics	http://biorxiv.org/content/early/2015/12/03/031237	756	758	2015_12_03	2015_12_03
Evolutionary dynamics of a quantitative trait in a finite asexual population.	http://biorxiv.org/content/early/2015/12/03/033597	732	318	2015_12_03	2015_12_03
SLTAB2 is the paramutated SULFUREA locus in tomato	http://biorxiv.org/content/early/2015/12/03/033605	1006	283	2015_12_03	2015_12_03
Epigenomic co-localization and co-evolution reveal a key role for 5hmC as a communication hub in the chromatin network of ESCs	http://biorxiv.org/content/early/2015/12/03/008821	3403	1030	2015_08_5	2015_12_03
Cancer Classification by Correntropy-Based Sparse Compact Incremental Learning Machine	http://biorxiv.org/content/early/2015/12/03/028720	1068	509	2015_10_8	2015_12_03
Accelerated DNA evolution in rats is driven by differential methylation in sperm	http://biorxiv.org/content/early/2015/12/02/033571	794	193	2015_12_02	2015_12_02
Global lengthening of 3′ untranslated regions of mRNAs by alternative cleavage and polyadenylation in cellular senescence	http://biorxiv.org/content/early/2015/12/02/033480	718	218	2015_12_02	2015_12_02
nihexporter: an R package for NIH funding data	http://biorxiv.org/content/early/2015/12/02/033456	1231	526	2015_12_02	2015_12_02
TopHat-Recondition: A post-processor for TopHat unmapped reads	http://biorxiv.org/content/early/2015/12/02/033530	735	221	2015_12_02	2015_12_02
Flexibility in motor timing constrains the topology and dynamics of pattern generator circuits	http://biorxiv.org/content/early/2015/12/02/033472	1022	377	2015_12_02	2015_12_02
Blind spots in ecosystem services research and implementation	http://biorxiv.org/content/early/2015/12/02/033498	667	341	2015_12_02	2015_12_02
Homeostatic activity-dependent tuning of recurrent networks for robust propagation of activity	http://biorxiv.org/content/early/2015/12/02/033548	647	239	2015_12_02	2015_12_02
MTG2: An efficient algorithm for multivariate linear mixed model analysis based on genomic information	http://biorxiv.org/content/early/2015/12/02/027201	1496	816	2015_09_18	2015_12_02
Induced-fit of the peptidyl-transferase center of the ribosome and conformational freedom of the esterified amino acids	http://biorxiv.org/content/early/2015/12/02/032516	1087	389	2015_12_02	2015_12_02
iCOBRA: open, reproducible, standardized and live method benchmarking	http://biorxiv.org/content/early/2015/12/01/033431	1787	383	2015_12_01	2015_12_01
Disease variants alter transcription factor levels and methylation of their binding sites	http://biorxiv.org/content/early/2015/12/01/033084.1	6027	1677	2015_12_1	2015_12_01
Mesoscopic oscillations in a single-gene circuit without delay	http://biorxiv.org/content/early/2015/12/01/032029	404	135	2015_12_01	2015_12_01
Evolution of sex chromosomes is prior to speciation in the dioecious Phoenix species	http://biorxiv.org/content/early/2015/12/01/033365	920	460	2015_12_01	2015_12_01
Inferring past effective population size from distributions of coalescent-times	http://biorxiv.org/content/early/2015/12/01/033373	1036	520	2015_12_01	2015_12_01
Phylogenetic and functional substrate specificity for endolithic microbial communities in hyper-arid environments	http://biorxiv.org/content/early/2015/12/01/033340	682	231	2015_12_01	2015_12_01
Accurate genetic profiling of anthropometric traits using a big data approach	http://biorxiv.org/content/early/2015/12/01/033134	1022	409	2015_12_01	2015_12_01
A benchmark of gene expression tissue-specificity metrics	http://biorxiv.org/content/early/2015/12/01/027755	2778	1369	2015_09_28	2015_12_01
Hypothesis-free identification of modulators of genetic risk factors	http://biorxiv.org/content/early/2015/11/30/033217	3510	1022	2015_11_30	2015_11_30
Segmental interpolation surface: a tool to dissect environmental effects on plant water-use efficiency in drought prone scenarios	http://biorxiv.org/content/early/2015/11/30/033308	738	165	2015_11_30	2015_11_30
Fish population dynamics and diversity in boreal and temperate reservoirs: A quantitative synthesis	http://biorxiv.org/content/early/2015/11/30/033282	529	285	2015_11_30	2015_11_30
Genome-wide and single-base resolution DNA methylomes of the Sea Lamprey (Petromyzon marinus) Reveal Gradual Transition of the Genomic Methylation Pattern in Early Vertebrates	http://biorxiv.org/content/early/2015/11/30/033233	1030	437	2015_11_30	2015_11_30
Efficient coalescent simulation and genealogical analysis for large sample sizes	http://biorxiv.org/content/early/2015/11/30/033118.1	3217	837	2015_11_30	2015_11_30
An Improved Genome Assembly of Azadirachta indica A. Juss.	http://biorxiv.org/content/early/2015/11/30/033290	833	441	2015_11_30	2015_11_30
YGR042W/MTE1 Functions in Double-Strand Break Repair with MPH1	http://biorxiv.org/content/early/2015/11/30/032581	1004	465	2015_11_23	2015_11_30
A highly diverse, desert-like microbial biocenosis on solar panels in a Mediterranean city	http://biorxiv.org/content/early/2015/11/30/029660	2897	788	2015_10_22	2015_11_30
Efficient sequence-specific isolation of DNA fragments and chromatin by in vitro enChIP technology using recombinant CRISPR ribonucleoproteins	http://biorxiv.org/content/early/2015/11/30/033241	1426	872	2015_11_30	2015_11_30
Two Independent and Highly Efficient Open Source TKF91 Implementations	http://biorxiv.org/content/early/2015/11/29/033191	949	324	2015_11_29	2015_11_29
Automatic segmentation of Drosophila neural compartments using GAL4 expression data reveals novel visual pathways	http://biorxiv.org/content/early/2015/11/29/032292	2543	835	2015_11_29	2015_11_29
Revolutionising Public Health Reference Microbiology using Whole Genome Sequencing: Salmonella as an exemplar	http://biorxiv.org/content/early/2015/11/29/033225	2075	1310	2015_11_29	2015_11_29
Adaptive Protein Evolution in Animals and the Effective Population Size Hypothesis.	http://biorxiv.org/content/early/2015/11/29/033043	1372	362	2015_11_29	2015_11_29
BAGEL: A computational framework for identifying essential genes from pooled library screens.	http://biorxiv.org/content/early/2015/11/27/033068	1723	728	2015_11_27	2015_11_27
Diversity of immune strategies explained by adaptation to pathogen statistics	http://biorxiv.org/content/early/2015/11/27/033159	611	185	2015_11_27	2015_11_27
NOVEL INTRONIC NON-CODING RNAS CONTRIBUTE TO MAINTENANCE OF PHENOTYPE IN SACCHAROMYCES CEREVISIAE	http://biorxiv.org/content/early/2015/11/27/033076	874	237	2015_11_27	2015_11_27
Sequenceserver: a modern graphical user interface for custom BLAST databases	http://biorxiv.org/content/early/2015/11/27/033142	5072	1750	2015_11_27	2015_11_27
A computational modelling approach for deriving biomarkers to predict cancer risk in premalignant disease	http://biorxiv.org/content/early/2015/11/27/020222	1767	690	2015_08_25	2015_11_27
The limitations of in vitro experimentation in understanding biofilms and chronic infection	http://biorxiv.org/content/early/2015/11/27/032987	863	429	2015_11_26	2015_11_27
A Serial Multiplex Immunogold Labeling Method for Identifying Peptidergic Neurons in Connectomes	http://biorxiv.org/content/early/2015/11/27/027458	3237	431	2015_09_23	2015_11_27
Efficient Privacy-Preserving String Search and an Application in Genomics	http://biorxiv.org/content/early/2015/11/27/018267	4270	1114	2015_04_21	2015_11_27
A comprehensive analysis of 3′ end sequencing data sets reveals novel polyadenylation signals and the repressive role of heterogenous ribonucleoprotein C on cleavage and polyadenylation	http://biorxiv.org/content/early/2015/11/26/033001	NA	NA	2015_11_26	2015_11_26
Genome-wide expression profiling Drosophila melanogaster deficiency heterozygotes reveals diverse genomic responses.	http://biorxiv.org/content/early/2015/11/26/032920	1111	304	2015_11_26	2015_11_26
Rich chromatin structure prediction from Hi-C data	http://biorxiv.org/content/early/2015/11/26/032953	1527	571	2015_11_26	2015_11_26
AGOUTI: improving genome assembly and annotation using transcriptome data	http://biorxiv.org/content/early/2015/11/26/033019	2655	646	2015_11_26	2015_11_26
A phylogenetically diverse class of blind type 1 opsins	http://biorxiv.org/content/early/2015/11/26/033027	765	308	2015_11_26	2015_11_26
A quantitative interaction between signal detection in attention and reward/aversion behavior	http://biorxiv.org/content/early/2015/11/26/032912	787	313	2015_11_26	2015_11_26
DisGeNET-RDF: harnessing the innovative power of the Semantic Web to explore the genetic basis of diseases	http://biorxiv.org/content/early/2015/11/26/032961	936	223	2015_11_26	2015_11_26
Differential dynamics of the mammalian mRNA and protein expression response to misfolding stress	http://biorxiv.org/content/early/2015/11/26/032797	990	251	2015_11_26	2015_11_26
Increased avidity for Dpp/BMP2 maintains the proliferation of eye progenitors in Drosophila	http://biorxiv.org/content/early/2015/11/26/032995	558	145	2015_11_26	2015_11_26
Inferring species interactions from co-occurrence data with Markov networks	http://biorxiv.org/content/early/2015/11/26/018861	5903	1668	2015_08_5	2015_11_26
Population genomics of the Anthropocene: urbanization is negatively associated with genome-wide variation in white-footed mouse populations	http://biorxiv.org/content/early/2015/11/26/025007	1839	651	2015_08_20	2015_11_26
Validation of Illumina's Isaac variant calling workflow.	http://biorxiv.org/content/early/2015/11/26/031021	2563	1909	2015_11_13	2015_11_26
ProtAnnot: an App for Integrated Genome Browser to display how alternative splicing and transcription affect proteins	http://biorxiv.org/content/early/2015/11/26/025924	2014	875	2015_09_11	2015_11_26
An evaluation of methods correcting for cell type heterogeneity in DNA methylation studies	http://biorxiv.org/content/early/2015/11/25/032185	1148	733	2015_11_25	2015_11_25
Early farmers from across Europe directly descended from Neolithic Aegeans	http://biorxiv.org/content/early/2015/11/25/032763	9844	7519	2015_11_25	2015_11_25
Spread of the pandemic Zika virus lineage is associated with NS1 codon usage adaptation in humans	http://biorxiv.org/content/early/2015/11/25/032839	9761	12920	2015_11_25	2015_11_25
Quantifying polygenic effects in genome-wide association studies using generalized estimating equations	http://biorxiv.org/content/early/2015/11/25/032854	801	209	2015_11_25	2015_11_25
Characteristics of DNA methylation and gene expression in regulatory features on the Infinium 450k Beadchip	http://biorxiv.org/content/early/2015/11/25/032862	888	1439	2015_11_25	2015_11_25
Understanding biases in ribosome profiling experiments reveals signatures of translation dynamics in yeast	http://biorxiv.org/content/early/2015/11/25/027938	1727	705	2015_10_1	2015_11_25
Osmophoresis - a possible mechanism for vesicle trafficking in tip-growing cells	http://biorxiv.org/content/early/2015/11/25/029157	1211	373	2015_11_7	2015_11_25
Thousands of novel translated open reading frames in humans inferred by ribosome footprint profiling	http://biorxiv.org/content/early/2015/11/25/031617	4508	2255	2015_11_13	2015_11_25
speciesgeocodeR: An R package for linking species occurrences, user-defined regions and phylogenetic trees for biogeography, ecology and evolution	http://biorxiv.org/content/early/2015/11/24/032755	1713	650	2015_11_24	2015_11_24
Rapid evolution of the inter-sexual genetic correlation for fitness in Drosophila melanogaster	http://biorxiv.org/content/early/2015/11/24/032664	1275	321	2015_11_24	2015_11_24
Similarity-based fusion of MEG and fMRI reveals spatio-temporal dynamics in human cortex during visual object recognition	http://biorxiv.org/content/early/2015/11/24/032656	3059	477	2015_11_24	2015_11_24
Analysis of the optimality of the Standard Genetic Code.	http://biorxiv.org/content/early/2015/11/24/032748	726	247	2015_11_24	2015_11_24
Fast and accurate construction of confidence intervals for heritability	http://biorxiv.org/content/early/2015/11/24/031492	1134	373	2015_11_24	2015_11_24
Genetic Associations with Subjective Well-Being Also Implicate Depression and Neuroticism	http://biorxiv.org/content/early/2015/11/24/032789	2401	1186	2015_11_24	2015_11_24
The Implications of Small Stem Cell Niche Sizes and the Distribution of Fitness Effects of New Mutations in Aging and Tumorigenesis	http://biorxiv.org/content/early/2015/11/24/032813	625	127	2015_11_24	2015_11_24
An association between sexes of successive siblings in the data from Demographic and Health Survey program	http://biorxiv.org/content/early/2015/11/24/031344	1009	584	2015_11_16	2015_11_24
G-quadruplex prediction in E.coli genome reveals a conserved putative G-quadruplex-Hairpin-Duplex switch	http://biorxiv.org/content/early/2015/11/24/032615	1314	391	2015_11_23	2015_11_24
Dynamics of scene representations in the human brain revealed by magnetoencephalography and deep neural networks	http://biorxiv.org/content/early/2015/11/23/032623	3301	405	2015_11_23	2015_11_23
Activation of G proteins by guanine nucleotide exchange factors relies on GTPase activity	http://biorxiv.org/content/early/2015/11/23/032607	626	188	2015_11_23	2015_11_23
Virility does not Imply Immensity: Testis size, Accessory Gland Size and Ejaculate depletion pattern do not Evolve in Response to Experimental Manipulation of Sex Ratio in Drosophila melanogaster	http://biorxiv.org/content/early/2015/11/23/032649	817	186	2015_11_23	2015_11_23
BioJS-HGV Viewer: Genetic Variation Visualizer	http://biorxiv.org/content/early/2015/11/23/032573	1333	336	2015_11_22	2015_11_23
Auxin signaling is a common factor underlying natural variation in tomato shade avoidance	http://biorxiv.org/content/early/2015/11/23/031088	1771	540	2015_11_12	2015_11_23
Capabilities and Limitations of Tissue Size Control Through Passive Mechanical Forces	http://biorxiv.org/content/early/2015/11/23/023184	2004	570	2015_11_7	2015_11_23
The Ionotropic Receptors IR21a and IR25a mediate cool sensing in Drosophila	http://biorxiv.org/content/early/2015/11/22/032540	3754	531	2015_11_22	2015_11_22
Estimating Effect Sizes and Expected Replication Probabilities from GWAS Summary Statistics	http://biorxiv.org/content/early/2015/11/21/032474	975	592	2015_11_21	2015_11_21
ASAP: A Machine-Learning Framework for Local Protein Properties	http://biorxiv.org/content/early/2015/11/21/032532	1531	441	2015_11_21	2015_11_21
An in silico comparison of reduced-representation and sequence-capture protocols for phylogenomics	http://biorxiv.org/content/early/2015/11/21/032565	2026	989	2015_11_21	2015_11_21
Polarized Cortical Tension drives Zebrafish Epiboly Movements	http://biorxiv.org/content/early/2015/11/21/032284	1006	357	2015_11_21	2015_11_21
Elevated gene expression of most microglial markers, and reduced expression of most pyramidal neuron and interneuron markers, in postmortem autism cortex	http://biorxiv.org/content/early/2015/11/21/032557	2998	469	2015_11_21	2015_11_21
Frequency-dependent representation of reinforcement-related information in the human medial and lateral prefrontal cortex	http://biorxiv.org/content/early/2015/11/21/029058	2481	267	2015_11_21	2015_11_21
The relaxin receptor Lgr3 mediates growth coordination and developmental delay during Drosophila melanogaster imaginal disc regeneration	http://biorxiv.org/content/early/2015/11/21/032508	691	238	2015_11_21	2015_11_21
Population size and the length of the chromosome blocks identical by descent over generations	http://biorxiv.org/content/early/2015/11/21/032482	801	288	2015_11_21	2015_11_21
Timing of locomotor recovery modulated by the white gene in Drosophila	http://biorxiv.org/content/early/2015/11/21/032490	2641	221	2015_11_21	2015_11_21
Phenotypes in insect biodiversity research	http://biorxiv.org/content/early/2015/11/20/032425	854	340	2015_11_20	2015_11_20
High-density SNP array and genome sequencing reveal signatures of selection in a divergent selection rat model for aerobic running capacity	http://biorxiv.org/content/early/2015/11/20/032441	862	188	2015_11_20	2015_11_20
Consistent estimation of complete neuronal connectivity in large neuronal populations using sparse "shotgun" neuronal activity sampling	http://biorxiv.org/content/early/2015/11/20/032409	2546	191	2015_11_20	2015_11_20
BRANE Cut: Biologically-Related A priori Network Enhancement with Graph cuts for Gene Regulatory Network Inference	http://biorxiv.org/content/early/2015/11/20/032383	892	97	2015_11_20	2015_11_20
Depletion of Abundant Sequences by Hybridization (DASH): Using Cas9 to remove unwanted high-abundance species in sequencing libraries and molecular counting applications	http://biorxiv.org/content/early/2015/11/20/031708	6054	2075	2015_11_14	2015_11_20
Conjecture: Some auto-immune diseases are caused by the tissue, not a problem with the immune system	http://biorxiv.org/content/early/2015/11/20/032300	1063	523	2015_11_20	2015_11_20
Data on the frequency of non-reproductive adults in a cross-cultural sample of small-scale human societies	http://biorxiv.org/content/early/2015/11/20/032318	543	191	2015_11_20	2015_11_20
Testing for ancient selection using cross-population allele frequency differentiation	http://biorxiv.org/content/early/2015/11/19/017566.1	4008	1865	2015_11_19	2015_11_19
Multivariate State Hidden Markov Models for Mark-Recapture Data	http://biorxiv.org/content/early/2015/11/19/025569.1	1042	701	2015_11_19	2015_11_19
DISC1 regulates astrogenesis in the embryonic brain via modulation of RAS/MEK/ERK signaling through RASSF7	http://biorxiv.org/content/early/2015/11/19/032243	581	198	2015_11_19	2015_11_19
From raw reads to trees: Whole genome SNP phylogenetics across the tree of life	http://biorxiv.org/content/early/2015/11/19/032250	2125	2380	2015_11_19	2015_11_19
In planta expression screens of candidate effector proteins from the wheat yellow rust fungus reveal processing bodies as a pathogen-targeted plant cell compartment	http://biorxiv.org/content/early/2015/11/19/032276	2627	1049	2015_11_19	2015_11_19
Wikidata as a semantic framework for the Gene Wiki initiative	http://biorxiv.org/content/early/2015/11/19/032144	1403	313	2015_11_18	2015_11_19
Temporal and spatial domain-specific transcriptomic analysis of a vital reproductive meristem in Arabidopsis thaliana	http://biorxiv.org/content/early/2015/11/18/032128	1215	324	2015_11_18	2015_11_18
Multiple Conformations of Gal3 Protein Drive the Galactose Induced Allosteric Activation of the GAL Genetic Switch of Saccharomyces cerevisiae	http://biorxiv.org/content/early/2015/11/18/032136	788	241	2015_11_18	2015_11_18
XMRF: An R package to Fit Markov Networks to High-Throughput Genetics Data	http://biorxiv.org/content/early/2015/11/18/032219	894	514	2015_11_18	2015_11_18
EcOH: In silico serotyping of E. coli from short read data	http://biorxiv.org/content/early/2015/11/18/032151	1141	462	2015_11_18	2015_11_18
Thermal age, cytosine deamination and the veracity of 8,000 year old wheat DNA from sediments	http://biorxiv.org/content/early/2015/11/18/032060	4896	718	2015_11_17	2015_11_18
EigenGWAS: finding loci under selection through genome-wide association studies of eigenvectors in structured populations	http://biorxiv.org/content/early/2015/11/17/023457	1786	614	2015_07_29	2015_11_17
Integrating experimental data to calibrate quantitative cancer models	http://biorxiv.org/content/early/2015/11/17/032102	964	287	2015_11_17	2015_11_17
Spatial selection and local adaptation jointly shape life-history evolution during range expansion	http://biorxiv.org/content/early/2015/11/17/031922	842	380	2015_11_17	2015_11_17
MaGuS: a tool for map-guided scaffolding and quality assessment of genome assemblies	http://biorxiv.org/content/early/2015/11/17/032045	1325	531	2015_11_17	2015_11_17
Vectorization techniques for efficient agent-based model simulations of tumor growth	http://biorxiv.org/content/early/2015/11/17/032086	629	412	2015_11_17	2015_11_17
Testing Rare-Variant Association without Calling Genotypes Allows for Systematic Differences in Sequencing between Cases and Controls	http://biorxiv.org/content/early/2015/11/16/032037	914	283	2015_11_16	2015_11_16
The State of Software in Evolutionary Biology	http://biorxiv.org/content/early/2015/11/16/031930	6631	2516	2015_11_16	2015_11_16
Species sorting along a subsidy gradient alters community stability	http://biorxiv.org/content/early/2015/11/16/031476	1335	370	2015_11_12	2015_11_16
A statistical approach to genome size evolution: Observations and explanations	http://biorxiv.org/content/early/2015/11/16/031963	613	2247	2015_11_16	2015_11_16
Learning structure in gene expression data using deep architectures, with an application to gene clustering	http://biorxiv.org/content/early/2015/11/16/031906	2596	2674	2015_11_16	2015_11_16
Effective QTL Discovery Incorporating Genomic Annotations	http://biorxiv.org/content/early/2015/11/16/032003	1071	371	2015_11_16	2015_11_16
Wikidata: A platform for data integration and dissemination for the life sciences and beyond	http://biorxiv.org/content/early/2015/11/16/031971	2834	478	2015_11_16	2015_11_16
Mass graphs and their applications in top-down proteomics	http://biorxiv.org/content/early/2015/11/16/031997	855	347	2015_11_16	2015_11_16
RNA:DNA hybrids in the human genome have distinctive nucleotide characteristics, chromatin composition, and transcriptional relationships	http://biorxiv.org/content/early/2015/11/16/020545	2669	1510	2015_11_2	2015_11_16
A protein aggregation-dependent scaling-free synaptic facilitation rule for neural network simulations	http://biorxiv.org/content/early/2015/11/15/031856	2691	214	2015_11_15	2015_11_15
Ant and mite diversity drives toxin variation in the Little Devil poison frog	http://biorxiv.org/content/early/2015/11/15/031849	826	482	2015_11_15	2015_11_15
Detecting Heterogeneity in Population Structure Across the Genome in Admixed Populations	http://biorxiv.org/content/early/2015/11/14/031831	1116	298	2015_11_14	2015_11_14
A new model of human dispersal	http://biorxiv.org/content/early/2015/11/14/031674	1034	724	2015_11_14	2015_11_14
Towards extracting supporting information about predicted protein-protein interactions	http://biorxiv.org/content/early/2015/11/14/031591	638	319	2015_11_14	2015_11_14
Biomechanics of shear-sensitive adhesion in climbing animals: peeling, pre-tension and sliding-induced changes in interface strength	http://biorxiv.org/content/early/2015/11/14/031773	674	245	2015_11_14	2015_11_14
Natural selection reduces linked neutral divergence between distantly related species	http://biorxiv.org/content/early/2015/11/14/031740	1533	530	2015_11_14	2015_11_14
DataJoint: managing big scientific data using MATLAB or Python	http://biorxiv.org/content/early/2015/11/14/031658	3210	1095	2015_11_14	2015_11_14
Hyper-variability in Circulating Insulin Levels and Physiological Outcomes to High Fat Feeding in Male Ins1-/-:Ins2+/- Mice in a Specific Pathogen-free Facility	http://biorxiv.org/content/early/2015/11/14/031799	980	140	2015_11_14	2015_11_14
Shared generative rules of locomotor behavior in arthropods and vertebrates	http://biorxiv.org/content/early/2015/11/14/031716	737	477	2015_11_14	2015_11_14
Hyper-variability in Circulating Insulin and Physiological Outcomes in Male High Fat-fed Ins1-/-:Ins2+/- Mice in a Conventional Facility	http://biorxiv.org/content/early/2015/11/14/031807	716	141	2015_11_14	2015_11_14
Health and population effects of rare gene knockouts in adult humans with related parents	http://biorxiv.org/content/early/2015/11/14/031641	6420	3442	2015_11_14	2015_11_14
A short remark on Ontogenetic model and its analytical solution	http://biorxiv.org/content/early/2015/11/14/031732	410	95	2015_11_14	2015_11_14
Whole genome sequencing of 56 Mimulus individuals illustrates population structure and local selection	http://biorxiv.org/content/early/2015/11/13/031575	1432	385	2015_11_13	2015_11_13
MAGELLAN: a tool to explore small fitness landscapes	http://biorxiv.org/content/early/2015/11/13/031583	668	246	2015_11_13	2015_11_13
A spectral analysis approach to detect actively translated open reading frames in high-resolution ribosome profiling data	http://biorxiv.org/content/early/2015/11/13/031625	1772	774	2015_11_13	2015_11_13
Calibrating the Human Mutation Rate via Ancestral Recombination Density in Diploid Genomes	http://biorxiv.org/content/early/2015/11/13/015560	3501	1292	2015_02_20	2015_11_13
Evaluation of hybrid and non-hybrid methods for de novo assembly of nanopore reads	http://biorxiv.org/content/early/2015/11/13/030437	3106	1859	2015_11_3	2015_11_13
Reconstitution of CO2 regulation of SLAC1 anion channel and function of CO2-permeable PIP2;1 aquaporin as carbonic anhydrase 4 interactor	http://biorxiv.org/content/early/2015/11/13/030296	986	444	2015_11_10	2015_11_13
ExoRNAi exposes contrasting roles for sugar exudation in host-finding by plant pathogens	http://biorxiv.org/content/early/2015/11/13/015545	2182	751	2015_04_8	2015_11_13
Environmental unpredictability and inbreeding depression select for mixed dispersal syndromes	http://biorxiv.org/content/early/2015/11/12/031351	392	113	2015_11_12	2015_11_12
Maternal expression of the novel centrosome assembly factor Wdr8 is required for vertebrate embryonic mitosis and development	http://biorxiv.org/content/early/2015/11/12/031336	735	324	2015_11_12	2015_11_12
Human knockouts in a cohort with a high rate of consanguinity	http://biorxiv.org/content/early/2015/11/12/031518	7753	1988	2015_11_12	2015_11_12
Characterization of expression quantitative trait loci in extensively phenotyped pedigrees ascertained for bipolar disorder	http://biorxiv.org/content/early/2015/11/12/031427	961	214	2015_11_12	2015_11_12
Are all global alignment algorithms and implementations correct?	http://biorxiv.org/content/early/2015/11/12/031500	4915	2138	2015_11_12	2015_11_12
Scan-o-matic: high-resolution microbial phenomics at a massive scale	http://biorxiv.org/content/early/2015/11/12/031443	1061	542	2015_11_12	2015_11_12
Surprisingly weak coordination between leaf structure and function among closely-related tomato species	http://biorxiv.org/content/early/2015/11/12/031328	909	334	2015_11_12	2015_11_12
Centralizing content and distributing labor: a community model for curating the very long tail of microbial genomes.	http://biorxiv.org/content/early/2015/11/12/031286	1622	206	2015_11_12	2015_11_12
An evaluation of transcriptome-based exon capture for frog phylogenomics across multiple scales of divergence (Class: Amphibia, Order: Anura)	http://biorxiv.org/content/early/2015/11/12/031468	1241	865	2015_11_12	2015_11_12
Rapid Genotype Refinement for Whole-Genome Sequencing Data using Multi-Variate Normal Distributions	http://biorxiv.org/content/early/2015/11/12/031484	1198	514	2015_11_12	2015_11_12
Overview: Modeling Heterogeneous Tumor Tissue as a Multiphase Material	http://biorxiv.org/content/early/2015/11/12/031534	781	294	2015_11_12	2015_11_12
Connecting Boolean Integrase Logic gates to a novel alkane control signal via engineered level matching.	http://biorxiv.org/content/early/2015/11/12/031542	949	462	2015_11_12	2015_11_12
Large-scale non-targeted metabolomic profiling in three human population-based studies	http://biorxiv.org/content/early/2015/11/12/002782	2685	2071	2015_05_28	2015_11_12
Incomplete proteasomal degradation of green fluorescent proteins in the context of tandem fluorescent protein timers	http://biorxiv.org/content/early/2015/11/12/023119	2359	890	2015_07_23	2015_11_12
Evolutionary analysis across mammals reveals distinct classes of long noncoding RNAs	http://biorxiv.org/content/early/2015/11/11/031385	2013	548	2015_11_11	2015_11_11
A unified analytic framework for prioritization of non-coding variants of uncertain significance in heritable breast and ovarian cancer	http://biorxiv.org/content/early/2015/11/11/031419	1231	358	2015_11_11	2015_11_11
Incomplete protection against dengue virus type 2 re-infection in Peru	http://biorxiv.org/content/early/2015/11/11/023747	797	176	2015_11_11	2015_11_11
Genome-wide association and prediction reveals the genetic architecture of cassava mosaic disease resistance and prospects for rapid genetic improvement	http://biorxiv.org/content/early/2015/11/11/031179	839	904	2015_11_11	2015_11_11
